url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,dns_status,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,dns_error,validation_status,validation_reason
login-abdm.gov.in,login-abdm.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
irctctourism-login.com,irctctourism-login.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-irctctourism.com,secure-irctctourism.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
irctctourism-secure.com,irctctourism-secure.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-irctctourism.com,verify-irctctourism.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
irctctourism-verify.com,irctctourism-verify.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-irctctourism.com,portal-irctctourism.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
irctctourism-portal.com,irctctourism-portal.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-irctctourism.com,auth-irctctourism.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
irctctourism-auth.com,irctctourism-auth.com,irctc.co.in,Indian Railway Catering and Tourism Corporation (IRCTC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
1sro.gov.in,1sro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
lsro.gov.in,lsro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isr0.gov.in,isr0.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-isro.gov.in,login-isro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isro-login.gov.in,isro-login.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-isro.gov.in,secure-isro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isro-secure.gov.in,isro-secure.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-isro.gov.in,verify-isro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isro-verify.gov.in,isro-verify.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-isro.gov.in,portal-isro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isro-portal.gov.in,isro-portal.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-isro.gov.in,auth-isro.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
isro-auth.gov.in,isro-auth.gov.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-jio.com,login-jio.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
jio-login.com,jio-login.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-jio.com,secure-jio.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
jio-secure.com,jio-secure.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-jio.com,verify-jio.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
jio-verify.com,jio-verify.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-jio.com,portal-jio.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
jio-portal.com,jio-portal.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-jio.com,auth-jio.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
jio-auth.com,jio-auth.com,jio.com,Jio,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kf1ntech.com,kf1ntech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kflntech.com,kflntech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfint3ch.com,kfint3ch.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-kfintech.com,login-kfintech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfintech-login.com,kfintech-login.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-kfintech.com,secure-kfintech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfintech-secure.com,kfintech-secure.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-kfintech.com,verify-kfintech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfintech-verify.com,kfintech-verify.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-kfintech.com,portal-kfintech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfintech-portal.com,kfintech-portal.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-kfintech.com,auth-kfintech.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
kfintech-auth.com,kfintech-auth.com,kfintech.com,Kfintech,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myv1.in,myv1.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvl.in,myvl.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-myvi.in,login-myvi.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvi-login.in,myvi-login.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-myvi.in,secure-myvi.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvi-secure.in,myvi-secure.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-myvi.in,verify-myvi.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvi-verify.in,myvi-verify.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-myvi.in,portal-myvi.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvi-portal.in,myvi-portal.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-myvi.in,auth-myvi.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
myvi-auth.in,myvi-auth.in,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcb4nk.com,hdfcb4nk.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-hdfcbank.com,login-hdfcbank.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcbank-login.com,hdfcbank-login.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-hdfcbank.com,secure-hdfcbank.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcbank-secure.com,hdfcbank-secure.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-hdfcbank.com,verify-hdfcbank.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcbank-verify.com,hdfcbank-verify.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-hdfcbank.com,portal-hdfcbank.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcbank-portal.com,hdfcbank-portal.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-hdfcbank.com,auth-hdfcbank.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
hdfcbank-auth.com,hdfcbank-auth.com,hdfc.bank.in,HDFC Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
n3tpnb.com,n3tpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-netpnb.com,login-netpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
netpnb-login.com,netpnb-login.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-netpnb.com,secure-netpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
netpnb-secure.com,netpnb-secure.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-netpnb.com,verify-netpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
netpnb-verify.com,netpnb-verify.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-netpnb.com,portal-netpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
netpnb-portal.com,netpnb-portal.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-netpnb.com,auth-netpnb.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
netpnb-auth.com,netpnb-auth.com,netpnb.com,Punjab National Bank (PNB),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-nha.gov.in,login-nha.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nha-login.gov.in,nha-login.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-nha.gov.in,secure-nha.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nha-secure.gov.in,nha-secure.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-nha.gov.in,verify-nha.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nha-verify.gov.in,nha-verify.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-nha.gov.in,portal-nha.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nha-portal.gov.in,nha-portal.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-nha.gov.in,auth-nha.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nha-auth.gov.in,nha-auth.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
n1c.gov.in,n1c.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nlc.gov.in,nlc.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-nic.gov.in,login-nic.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nic-login.gov.in,nic-login.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-nic.gov.in,secure-nic.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nic-secure.gov.in,nic-secure.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-nic.gov.in,verify-nic.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nic-verify.gov.in,nic-verify.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-nic.gov.in,portal-nic.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nic-portal.gov.in,nic-portal.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-nic.gov.in,auth-nic.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nic-auth.gov.in,nic-auth.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-npr.gov.in,login-npr.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
npr-login.gov.in,npr-login.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-npr.gov.in,secure-npr.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
npr-secure.gov.in,npr-secure.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-npr.gov.in,verify-npr.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
npr-verify.gov.in,npr-verify.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-npr.gov.in,portal-npr.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
npr-portal.gov.in,npr-portal.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-npr.gov.in,auth-npr.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
npr-auth.gov.in,npr-auth.gov.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-nrsc.gov.in,login-nrsc.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nrsc-login.gov.in,nrsc-login.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-nrsc.gov.in,secure-nrsc.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nrsc-secure.gov.in,nrsc-secure.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-nrsc.gov.in,verify-nrsc.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nrsc-verify.gov.in,nrsc-verify.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-nrsc.gov.in,portal-nrsc.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nrsc-portal.gov.in,nrsc-portal.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-nrsc.gov.in,auth-nrsc.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
nrsc-auth.gov.in,nrsc-auth.gov.in,nrsc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
b4nkofbaroda.com,b4nkofbaroda.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
bankofbar0da.com,bankofbar0da.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-bankofbaroda.com,login-bankofbaroda.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
bankofbaroda-login.com,bankofbaroda-login.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-bankofbaroda.com,secure-bankofbaroda.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
bankofbaroda-secure.com,bankofbaroda-secure.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-bankofbaroda.com,verify-bankofbaroda.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
bankofbaroda-verify.com,bankofbaroda-verify.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-bankofbaroda.com,portal-bankofbaroda.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
bankofbaroda-portal.com,bankofbaroda-portal.com,bankofbaroda.bank.in,Bank of Baroda,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
